,date,race,poll_grade,Sample,sample_type,pollster,poll_link,Biden,Trump,method,polls,advanced,predictive,grade,banned,Biden_adj,Trump_adj,leader,leader_adj,rep_success,dem_success,other_success
96,2020-06-09 00:00:00.000000,iowa,B/C,865,RV,Civiqs,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_06_ony3r9.pdf,46.0,46.0,Online,3,-1.4,+1.0, B/C,,46.0,46.0,Tie,Tie,398.0,398.0,69.0
97,2020-06-11 00:00:00.000000,florida,A/B,881,LV,Cygnal,https://www.cygn.al/florida-voters-overwhelmingly-blame-china-for-the-spread-of-covid-19/,47.0,44.0,IVR/online/live/text,13,-3.0,-0.1, A/B,,46.0,44.0,Biden,Biden,388.0,405.0,88.0
98,2020-06-13 00:00:00.000000,missouri,C-,"1,152",LV,Remington Research Group,https://moscout.com/s/MOSCOUT-STATEWIDE-DECK-061220.pptx,43.0,51.0,IVR/live,39,+1.4,+1.3, C-,,41.8,51.0,Trump,Trump,588.0,482.0,82.0
99,2020-06-14 00:00:00.000000,arkansas,B/C,869,LV,Hendrix College,https://talkbusiness.net/2020/06/poll-independents-dissatisfied-with-trump-cotton-biden-competitive-in-arkansas/,45.0,47.0,IVR/live/text,14,-0.5,+0.6, B/C,,43.5,47.0,Trump,Trump,408.0,378.0,83.0
100,2020-06-15 00:00:00.000000,iowa,A+,674,LV,Selzer & Co.,https://assets.documentcloud.org/documents/6953460/2216-Methodology-062120.pdf,43.0,44.0,Live,48,-1.8,-1.3, A+,,42.9,44.0,Trump,Trump,297.0,289.0,88.0
101,2020-06-16 00:00:00.000000,michigan,A/B,859,LV,EPIC-MRA,https://ssl2002.webhosting.comcast.net/epic-mra/press/Stwd_Survey_June2020_2nd_Media_Freq.pdf,51.0,38.0,Live,49,-0.8,-0.2, B+,,51.0,37.8,Biden,Biden,325.0,438.0,96.0
102,2020-06-16 00:00:00.000000,arizona,B/C,"1,368",RV,Civiqs,https://civiqs.com/documents/Civiqs_DailyKos_AZ_banner_book_2020_06_gh368w.pdf,49.0,45.0,Online,3,-1.4,+1.0, B/C,,49.0,45.0,Biden,Biden,616.0,670.0,82.0
103,2020-06-16 00:00:00.000000,new-mexico,B,740,V,Public Policy Polling,https://nmpoliticalreport.com/2020/06/16/poll-biden-lujan-lead-in-new-mexico-after-primaries/,53.0,39.0,IVR/text,423,-0.4,+0.1, B,,52.7,39.0,Biden,Biden,289.0,390.0,61.0
104,2020-06-16 00:00:00.000000,georgia,B,661,V,Public Policy Polling,https://assets.documentcloud.org/documents/6945877/GeorgiaResults1-1.pdf,48.0,46.0,IVR/text,423,-0.4,+0.1, B,,47.7,46.0,Biden,Biden,304.0,315.0,42.0
105,2020-06-17 00:00:00.000000,wisconsin,C-,231,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,48.0,44.0,Online,65,+1.0,+1.3, C-,,46.9,44.0,Biden,Biden,102.0,108.0,21.0
106,2020-06-17 00:00:00.000000,pennsylvania,C-,491,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,49.0,46.0,Online,65,+1.0,+1.3, C-,,47.9,46.0,Biden,Biden,226.0,235.0,30.0
107,2020-06-17 00:00:00.000000,florida,C-,713,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,50.0,43.0,Online,65,+1.0,+1.3, C-,,48.9,43.0,Biden,Biden,307.0,349.0,57.0
108,2020-06-17 00:00:00.000000,michigan,C-,353,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,47.0,45.0,Online,65,+1.0,+1.3, C-,,45.9,45.0,Biden,Biden,159.0,162.0,32.0
109,2020-06-17 00:00:00.000000,arizona,C-,201,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,45.0,44.0,Online,65,+1.0,+1.3, C-,,43.9,44.0,Biden,Trump,88.0,88.0,25.0
110,2020-06-17 00:00:00.000000,north-carolina,C-,378,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,47.0,45.0,Online,65,+1.0,+1.3, C-,,45.9,45.0,Biden,Biden,170.0,174.0,34.0
111,2020-06-18 00:00:00.000000,utah,B/C,"1,078",LV,Y2 Analytics,https://www.utpoliticaltrends.com/thedeeperstate/the-importance-of-weighting,38.0,48.0,Online/live,4,-1.5,+0.6, B/C,,37.6,48.0,Trump,Trump,517.0,405.0,156.0
112,2020-06-18 00:00:00.000000,kentucky,B/C,898,RV,Civiqs,http://filesforprogress.org/datasets/2020/6/ky/Civiqs_DataforProgress_KY_banner_book_2020_06.pdf,37.0,57.0,Online,3,-1.4,+1.0, B/C,,37.0,57.0,Trump,Trump,512.0,332.0,54.0
113,2020-06-19 00:00:00.000000,north-carolina,C,631,RV,Gravis Marketing,https://www.gravismarketing.com/wp-content/uploads/2020/06/President-Trump-Leads-in-North-Carolina-OAN-Gravis-Poll.pdf,43.0,46.0,IVR/online/live,132,+0.6,+0.9, C,,42.1,46.0,Trump,Trump,290.0,266.0,75.0
114,2020-06-20 00:00:00.000000,minnesota,C,600,RV,Gravis Marketing,https://www.gravismarketing.com/wp-content/uploads/2020/06/Minnesota-June-19-2020.pdf,58.0,42.0,IVR/online/live,132,+0.6,+0.9, C,,57.1,42.0,Biden,Biden,252.0,343.0,5.0
115,2020-06-22 00:00:00.000000,michigan,C-,"1,101",LV,Trafalgar Group,https://drive.google.com/file/d/1F4fied1xg_S7mIBdgHQHC1t98cYys2ez/view,46.0,45.0,IVR,48,+0.9,+1.3, C-,,46.0,44.1,Biden,Biden,486.0,506.0,109.0
116,2020-06-22 00:00:00.000000,alabama,B/C,601,LV,FM3 Research,https://www.politico.com/f/?id=00000172-e088-dfa8-abfb-e9dba8710000,39.0,53.0,Online/live,7,+0.5,+0.9, B/C,,38.5,53.0,Trump,Trump,319.0,231.0,51.0
117,2020-06-23 00:00:00.000000,texas,B,907,V,Public Policy Polling,https://progresstexas.org/sites/default/files/June%202020%20Progress%20Texas-PPP%20Poll.pdf,46.0,48.0,IVR/text,423,-0.4,+0.1, B,,45.7,48.0,Trump,Trump,435.0,414.0,58.0
118,2020-06-24 00:00:00.000000,north-carolina,B,"1,157",V,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NC62420Results.pdf,48.0,46.0,IVR/text,423,-0.4,+0.1, B,,47.7,46.0,Biden,Biden,532.0,552.0,73.0
119,2020-06-24 00:00:00.000000,ohio,B+,"1,139",RV,Quinnipiac University,https://poll.qu.edu/ohio/release-detail?ReleaseID=3665,46.0,45.0,Live,207,-0.2,-0.2, B+,,45.8,45.0,Biden,Biden,513.0,522.0,104.0
120,2020-06-25 00:00:00.000000,wisconsin,A+,846,LV,Siena College/The New York Times Upshot,https://scri.siena.edu/wp-content/uploads/2020/06/WI0620-Crosstabs062520H.pdf,45.0,36.0,Live,59,-1.5,-1.1, A+,,45.0,35.7,Biden,Biden,302.0,381.0,163.0
121,2020-06-25 00:00:00.000000,arizona,A+,865,LV,Siena College/The New York Times Upshot,https://scri.siena.edu/wp-content/uploads/2020/06/AZ0620-Crosstabs062520H.pdf,43.0,39.0,Live,59,-1.5,-1.1, A+,,43.0,38.7,Biden,Biden,335.0,372.0,158.0
122,2020-06-28 00:00:00.000000,wisconsin,C-,"1,021",LV,Trafalgar Group,https://drive.google.com/file/d/1F24BlPxjI_qqhY_aevu_2b0vDRTaJQHj/view,45.0,46.0,IVR,48,+0.9,+1.3, C-,,45.0,45.1,Trump,Trump,460.0,459.0,102.0
123,2020-06-29 00:00:00.000000,georgia,B,734,V,Public Policy Polling,https://endcitizensunited.org/wp-content/uploads/2020/06/Georgia-Results-June-2020.pdf,49.0,45.0,IVR/text,423,-0.4,+0.1, B,,48.7,45.0,Biden,Biden,330.0,357.0,47.0
124,2020-06-29 00:00:00.000000,pennsylvania,C,715,LV,Susquehanna Polling & Research Inc.,https://www.fox43.com/article/news/biden-leads-trump-by-five-points-in-fox43-susquehanna-polling-and-research-survey/521-3944bc02-f008-49d5-9318-76a5a5436611,46.0,41.0,IVR/online/live,38,+0.7,+1.0, C,,45.1,41.0,Biden,Biden,293.0,322.0,100.0
125,2020-06-30 00:00:00.000000,new-york,A-,806,RV,Siena College,https://scri.siena.edu/wp-content/uploads/2020/06/SNY0620-Crosstabs_642642.pdf,57.0,32.0,Online/live,53,-0.9,-0.5, A-,,57.0,31.3,Biden,Biden,252.0,459.0,95.0
126,2020-06-30 00:00:00.000000,missouri,B/C,800,LV,Garin-Hart-Yang Research Group,https://moscout.com/s/Galloway-For-Governor-Recent-Polling-of-the-Presidential-and-Gubernatorial-Races-in-MO.pdf,48.0,46.0,Online/live,24,-0.5,+0.4, B/C,,46.7,46.0,Biden,Biden,368.0,374.0,58.0
127,2020-06-30 00:00:00.000000,north-carolina,B/C,"1,149",RV,East Carolina University,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-elections-remain-highly-competitive-in-battleground-north-carolina-cooper-continues-to-lead-forest-in-race-for-governor,45.0,44.0,IVR/online,3,+2.1,+0.7, B/C,,45.0,44.0,Biden,Biden,506.0,517.0,126.0
128,2020-07-01 00:00:00.000000,pennsylvania,C-,760,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,50.0,44.0,Online,65,+1.0,+1.3, C-,,48.9,44.0,Biden,Biden,334.0,372.0,54.0
129,2020-07-01 00:00:00.000000,wisconsin,C-,502,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,51.0,43.0,Online,65,+1.0,+1.3, C-,,49.9,43.0,Biden,Biden,216.0,250.0,36.0
130,2020-07-01 00:00:00.000000,florida,C-,951,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,50.0,45.0,Online,65,+1.0,+1.3, C-,,48.9,45.0,Biden,Biden,428.0,465.0,58.0
131,2020-07-01 00:00:00.000000,north-carolina,C-,468,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,51.0,44.0,Online,65,+1.0,+1.3, C-,,49.9,44.0,Biden,Biden,206.0,234.0,28.0
132,2020-07-01 00:00:00.000000,arizona,A/B,600,LV,Gravis Marketing,https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2020/07/Arizona-OANN-June-28-2020-v3.pdf,47.0,45.0,IVR/online/live,132,+0.6,+0.9, C,,46.1,45.0,Biden,Biden,270.0,277.0,53.0
133,2020-07-01 00:00:00.000000,colorado,B,840,V,Public Policy Polling,https://endcitizensunited.org/wp-content/uploads/2020/07/ColoradoResults1.pdf,56.0,39.0,IVR/text,423,-0.4,+0.1, B,,55.7,39.0,Biden,Biden,328.0,468.0,44.0
134,2020-07-01 00:00:00.000000,michigan,C-,699,LV,Public Policy Polling,https://progressmichigan.org/wp-content/uploads/2020/07/MichiganResults-july2020.pdf,48.0,43.0,IVR/text,423,-0.4,+0.1, B,,47.7,43.0,Biden,Biden,301.0,333.0,65.0
135,2020-07-02 00:00:00.000000,texas,B,"1,200",RV,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/TXToplines7220.pdf,44.0,48.0,IVR/text,423,-0.4,+0.1, B,,43.7,48.0,Trump,Trump,576.0,524.0,100.0
136,2020-07-03 00:00:00.000000,florida,C-,"1,072",LV,Trafalgar Group,https://drive.google.com/file/d/1wz76zNVSrvvmbfz7iOOEdRMMuJZvseC3/view,46.0,46.0,IVR,48,+0.9,+1.3, C-,,46.0,45.1,Tie,Biden,483.0,493.0,96.0
137,2020-07-06 00:00:00.000000,maine,B,"1,022",V,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MaineJuly2020Poll.pdf,53.0,42.0,IVR/text,423,-0.4,+0.1, B,,52.7,42.0,Biden,Biden,429.0,539.0,54.0
138,2020-07-06 00:00:00.000000,pennsylvania,C-,"1,062",LV,Trafalgar Group,https://drive.google.com/file/d/1ogy9usBPpSYOVTYilcOB1mhVvI8rTXk9/view,48.0,43.0,IVR,48,+0.9,+1.3, C-,,48.0,42.1,Biden,Biden,447.0,510.0,105.0
139,2020-07-09 00:00:00.000000,north-carolina,B,818,V,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/NorthCarolinaResults7920.pdf,50.0,46.0,IVR/text,423,-0.4,+0.1, B,,49.7,46.0,Biden,Biden,376.0,407.0,35.0
140,2020-07-09 00:00:00.000000,alaska,B,"1,081",V,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/AlaskaResults20200709.pdf,45.0,48.0,IVR/text,423,-0.4,+0.1, B,,44.7,48.0,Trump,Trump,519.0,483.0,79.0
141,2020-07-10 00:00:00.000000,arizona,B/C,500,LV,GBAO,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,47.0,46.0,Online/live,6,-2.0,+0.3, B/C,,47.0,46.0,Biden,Biden,230.0,235.0,35.0
142,2020-07-10 00:00:00.000000,iowa,B/C,500,LV,GBAO,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,45.0,48.0,Online/live,6,-2.0,+0.3, B/C,,45.0,48.0,Trump,Trump,240.0,225.0,35.0
143,2020-07-10 00:00:00.000000,north-carolina,B/C,500,LV,GBAO,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,48.0,46.0,Online/live,6,-2.0,+0.3, B/C,,48.0,46.0,Biden,Biden,230.0,240.0,30.0
144,2020-07-12 00:00:00.000000,texas,B,"1,185",LV,University of Texas at Tyler,https://www.uttyler.edu/politicalscience/files/codebook-dmn-uttyler-poll-july-2020-RV.pdf,45.0,46.0,Online/live,3,+1.1,+0.9, B/C,,45.0,45.7,Trump,Trump,542.0,533.0,110.0
145,2020-07-12 00:00:00.000000,arizona,B,"1,087",LV,YouGov,https://drive.google.com/file/d/1NdvAi60uPh_3x7OMA1S_ZtFCMBB7y8X_/view,46.0,46.0,Online,416,-0.2,+0.3, B,,45.6,46.0,Tie,Trump,500.0,496.0,91.0
146,2020-07-12 00:00:00.000000,georgia,C,513,LV,Gravis Marketing,https://www.scribd.com/document/468898889/Oann-Gravis-Georgia,45.0,48.0,IVR/online/live,132,+0.6,+0.9, C,,44.1,48.0,Trump,Trump,246.0,226.0,41.0
147,2020-07-12 00:00:00.000000,florida,B,"1,206",LV,YouGov,https://drive.google.com/file/d/1-C5RyFI1LE1weFlOqBTBW9IM-7poynst/view,48.0,42.0,Online,416,-0.2,+0.3, B,,47.6,42.0,Biden,Biden,507.0,574.0,125.0
148,2020-07-13 00:00:00.000000,montana,B,"1,224",V,Public Policy Polling,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MontanaPoll071220.pdf,42.0,51.0,IVR/text,423,-0.4,+0.1, B,,41.7,51.0,Trump,Trump,624.0,510.0,90.0
149,2020-07-13 00:00:00.000000,missouri,B,900,LV,YouGov,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/june-2020-poll/trump-biden.php,43.0,50.0,Online,416,-0.2,+0.3, B,,42.6,50.0,Trump,Trump,450.0,383.0,67.0
150,2020-07-14 00:00:00.000000,texas,C,591,LV,Gravis Marketing,https://www.oann.com/president-trump-carries-momentum-in-new-oan-gravis-marketing-poll-for-texas-georgia/,44.0,46.0,IVR/online/live,132,+0.6,+0.9, C,,43.1,46.0,Trump,Trump,272.0,255.0,64.0
151,2020-07-14 00:00:00.000000,florida,C,529,LV,Gravis Marketing,https://www.scribd.com/document/469124461/Florida-July-13-2020,53.0,43.0,IVR/online/live,132,+0.6,+0.9, C,,52.1,43.0,Biden,Biden,227.0,276.0,26.0
152,2020-07-14 00:00:00.000000,montana,B/C,873,RV,Civiqs,https://civiqs.com/documents/Civiqs_DailyKos_MT_banner_book_2020_07_ba6t8k.pdf,45.0,49.0,Online,3,-1.4,+1.0, B/C,,45.0,49.0,Trump,Trump,428.0,393.0,52.0
153,2020-07-15 00:00:00.000000,north-carolina,C-,655,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,47.0,46.0,Online,65,+1.0,+1.3, C-,,45.9,46.0,Biden,Trump,301.0,301.0,53.0
154,2020-07-15 00:00:00.000000,michigan,C-,824,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,48.0,42.0,Online,65,+1.0,+1.3, C-,,46.9,42.0,Biden,Biden,346.0,386.0,92.0
155,2020-07-15 00:00:00.000000,wisconsin,C-,601,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,48.0,42.0,Online,65,+1.0,+1.3, C-,,46.9,42.0,Biden,Biden,252.0,282.0,67.0
156,2020-07-15 00:00:00.000000,pennsylvania,A+,401,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,51.0,44.0,Online,65,+1.0,+1.3, C-,,49.9,44.0,Biden,Biden,176.0,200.0,25.0
157,2020-07-15 00:00:00.000000,arizona,C-,345,LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,51.0,45.0,Online,65,+1.0,+1.3, C-,,49.9,45.0,Biden,Biden,155.0,172.0,18.0
158,2020-07-15 00:00:00.000000,florida,C-,"1,128",LV,Change Research,https://www.changeresearch.com/post/states-of-play-battleground-wave-9,50.0,43.0,Online,65,+1.0,+1.3, C-,,48.9,43.0,Biden,Biden,485.0,552.0,91.0
159,2020-07-16 00:00:00.000000,arizona,B/C,600,LV,OH Predictive Insights,https://f.hubspotusercontent40.net/hubfs/7453540/200706_AZPOP/Arizona%20Public%20Opinion%20Pulse%20--%20Presidential%20Toplines.pdf,49.0,44.0,IVR/online/live,6,+1.2,+1.1, B/C,,49.0,43.1,Biden,Biden,259.0,294.0,47.0
160,2020-07-16 00:00:00.000000,kentucky,B/C,800,LV,Garin-Hart-Yang Research Group,https://amymcgrath.com/wp-content/uploads/2020/07/Polling-Memo-07-16.pdf,41.0,53.0,Online/live,24,-0.5,+0.4, B/C,,39.7,53.0,Trump,Trump,424.0,318.0,58.0
161,2020-07-17 00:00:00.000000,alaska,B/C,663,LV,Alaska Survey Research,https://www.facebook.com/alaskasurvey/posts/1681737535312206,48.0,49.0,Live,9,+0.8,+0.5, B/C,,46.2,49.0,Trump,Trump,325.0,306.0,32.0
162,2020-07-18 00:00:00.000000,south-carolina,C,604,LV,Gravis Marketing,https://www.gravismarketing.com/south-carolina-poll-results-gravis-marketing-2020/,46.0,50.0,IVR/online/live,132,+0.6,+0.9, C,,45.1,50.0,Trump,Trump,302.0,272.0,30.0
163,2020-07-18 00:00:00.000000,michigan,B,"1,041",V,Public Policy Polling,https://giffords.org/wp-content/uploads/2020/07/MichiganResults2-1.pdf,51.0,44.0,IVR/text,423,-0.4,+0.1, B,,50.7,44.0,Biden,Biden,458.0,528.0,55.0
164,2020-07-20 00:00:00.000000,georgia,C-,"1,023",LV,Trafalgar Group,https://drive.google.com/file/d/14b1jw1EuSpo90_kwZJKiSjHMQ378jFoA/view,43.0,50.0,IVR,48,+0.9,+1.3, C-,,43.0,49.1,Trump,Trump,502.0,440.0,81.0
165,2020-07-22 00:00:00.000000,iowa,B/C,701,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Iowa_.pdf,48.0,46.0,IVR/online/live,4,-1.4,+0.6, B/C,,48.0,45.7,Biden,Biden,320.0,336.0,45.0
166,2020-07-22 00:00:00.000000,arizona,B,960,V,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Arizona.pdf,49.0,45.0,IVR/online/live,4,-1.4,+0.6, B/C,,49.0,44.7,Biden,Biden,429.0,470.0,61.0
167,2020-07-22 00:00:00.000000,michigan,B/C,700,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Michigan.pdf,45.0,50.0,IVR/online/live,4,-1.4,+0.6, B/C,,45.0,49.7,Trump,Trump,348.0,315.0,37.0
168,2020-07-22 00:00:00.000000,texas,B/C,750,LV,Quinnipiac University,https://poll.qu.edu/texas/release-detail?ReleaseID=3667,45.0,49.0,Live,207,-0.2,-0.2, B+,,44.8,49.0,Trump,Trump,368.0,336.0,46.0
169,2020-07-22 00:00:00.000000,kentucky,B/C,700,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Kentucky.pdf,34.0,60.0,IVR/online/live,4,-1.4,+0.6, B/C,,34.0,59.7,Trump,Trump,418.0,238.0,44.0
170,2020-07-22 00:00:00.000000,north-carolina,B/C,700,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP_North_Carolina.pdf,46.0,49.0,IVR/online/live,4,-1.4,+0.6, B/C,,46.0,48.7,Trump,Trump,341.0,322.0,37.0
171,2020-07-22 00:00:00.000000,wisconsin,B/C,700,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP_WI.pdf,46.0,45.0,IVR/online/live,4,-1.4,+0.6, B/C,,46.0,44.7,Biden,Biden,313.0,322.0,65.0
172,2020-07-22 00:00:00.000000,georgia,B/C,701,LV,Garin-Hart-Yang Research Group,https://electjon.com/wp-content/uploads/2020/07/2020.07.22-Ossoff-poll-memo.pdf,46.0,49.0,Online/live,24,-0.5,+0.4, B/C,,44.7,49.0,Trump,Trump,343.0,313.0,45.0
173,2020-07-22 00:00:00.000000,pennsylvania,B/C,700,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP_PA.pdf,47.0,48.0,IVR/online/live,4,-1.4,+0.6, B/C,,47.0,47.7,Trump,Trump,334.0,329.0,37.0
174,2020-07-22 00:00:00.000000,montana,B/C,701,LV,Spry Strategies,https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Montana.pdf,42.0,52.0,IVR/online/live,4,-1.4,+0.6, B/C,,42.0,51.7,Trump,Trump,362.0,294.0,45.0
175,2020-07-23 00:00:00.000000,florida,B+,924,RV,St. Pete Polls,https://aarp-states.brightspotcdn.com/72/c9/01c98c584120ae7f7fbda9c914b0/aarp-florida-florida-politics-poll-july-13-14-2020.pdf,51.0,38.0,IVR,22,+0.5,+1.0, C,,51.0,37.6,Biden,Biden,347.0,471.0,106.0
176,2020-07-24 00:00:00.000000,wisconsin,C,796,LV,Gravis Marketing,https://www.gravismarketing.com/wisconsin-poll-results/,50.0,42.0,IVR/online/live,132,+0.6,+0.9, C,,49.1,42.0,Biden,Biden,334.0,391.0,71.0
177,2020-07-24 00:00:00.000000,michigan,C,754,LV,Gravis Marketing,https://www.gravismarketing.com/michigan-poll-results/,51.0,42.0,IVR/online/live,132,+0.6,+0.9, C,,50.1,42.0,Biden,Biden,317.0,378.0,59.0
178,2020-07-25 00:00:00.000000,pennsylvania,C,"1,006",LV,Gravis Marketing,https://www.gravismarketing.com/pa-poll-results/,48.0,45.0,IVR/online/live,132,+0.6,+0.9, C,,47.1,45.0,Biden,Biden,453.0,474.0,79.0
179,2020-07-26 00:00:00.000000,arizona,B/C,873,RV,Marist College,http://maristpoll.marist.edu/wp-content/uploads/2020/07/NBC-News_Marist-Poll-AZ-NOS-and-Tables_202007231249.pdf,49.0,45.0,Live,183,-1.0,-1.0, A+,,49.0,44.7,Biden,Biden,390.0,428.0,55.0
180,2020-07-26 00:00:00.000000,ohio,B,"1,211",LV,YouGov,https://drive.google.com/file/d/1Vbmv7EXnwqeubTuvBYNiBvq565sOxi_9/view,45.0,46.0,Online,416,-0.2,+0.3, B,,44.6,46.0,Trump,Trump,557.0,540.0,114.0
181,2020-07-27 00:00:00.000000,minnesota,C-,"1,129",LV,Trafalgar Group,https://drive.google.com/file/d/1IJuil1PHuwfLfcV9OFHM2efpxPI8fMhM/view,49.0,44.0,IVR,48,+0.9,+1.3, C-,,49.0,43.1,Biden,Biden,487.0,553.0,89.0
182,2020-07-27 00:00:00.000000,north-carolina,A+,882,RV,Marist College,http://maristpoll.marist.edu/wp-content/uploads/2020/07/NBC-News_Marist-Poll-NC-NOS-and-Tables_202007231148.pdf,51.0,44.0,Live,183,-1.0,-1.0, A+,,51.0,43.7,Biden,Biden,385.0,450.0,47.0
183,2020-07-28 00:00:00.000000,minnesota,B/C,662,LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,47.0,44.0,Online,12,+0.2,+1.0, B/C,,46.8,44.0,Biden,Biden,291.0,310.0,61.0
184,2020-07-28 00:00:00.000000,michigan,B/C,"1,320",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,52.0,42.0,Online,12,+0.2,+1.0, B/C,,51.8,42.0,Biden,Biden,554.0,684.0,82.0
185,2020-07-28 00:00:00.000000,alaska,B,885,V,Public Policy Polling,https://www.afscme.org/press/reports/polling/AlaskaResults.pdf,44.0,50.0,IVR/text,423,-0.4,+0.1, B,,43.7,50.0,Trump,Trump,442.0,387.0,56.0
186,2020-07-28 00:00:00.000000,massachusetts,A/B,797,RV,MassINC Polling Group,https://www.massincpolling.com/the-topline/edxk6ycbjxssb1vp0rkcmtnpy5leau,55.0,23.0,Online/live,18,-1.6,-0.7, A/B,,55.0,22.3,Biden,Biden,178.0,438.0,181.0
187,2020-07-28 00:00:00.000000,arizona,B/C,908,LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,49.0,42.0,Online,12,+0.2,+1.0, B/C,,48.8,42.0,Biden,Biden,381.0,443.0,84.0
188,2020-07-28 00:00:00.000000,colorado,B/C,616,LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,52.0,39.0,Online,12,+0.2,+1.0, B/C,,51.8,39.0,Biden,Biden,240.0,319.0,57.0
189,2020-07-28 00:00:00.000000,florida,B/C,"3,760",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,49.0,46.0,Online,12,+0.2,+1.0, B/C,,48.8,46.0,Biden,Biden,1730.0,1835.0,195.0
190,2020-07-28 00:00:00.000000,georgia,B/C,"1,337",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,47.0,46.0,Online,12,+0.2,+1.0, B/C,,46.8,46.0,Biden,Biden,615.0,626.0,96.0
191,2020-07-28 00:00:00.000000,north-carolina,B/C,"1,504",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,47.0,47.0,Online,12,+0.2,+1.0, B/C,,46.8,47.0,Tie,Trump,707.0,704.0,93.0
192,2020-07-28 00:00:00.000000,pennsylvania,B/C,"2,092",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,50.0,42.0,Online,12,+0.2,+1.0, B/C,,49.8,42.0,Biden,Biden,879.0,1042.0,171.0
193,2020-07-28 00:00:00.000000,iowa,B,"1,118",V,Public Policy Polling,https://www.afscme.org/press/reports/polling/IowaResults.pdf,47.0,48.0,IVR/text,423,-0.4,+0.1, B,,46.7,48.0,Trump,Trump,537.0,522.0,59.0
194,2020-07-28 00:00:00.000000,wisconsin,B/C,809,LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,50.0,43.0,Online,12,+0.2,+1.0, B/C,,49.8,43.0,Biden,Biden,348.0,403.0,58.0
195,2020-07-28 00:00:00.000000,virginia,B/C,"1,156",LV,Morning Consult,https://morningconsult.com/form/july-presidential-battleground-state-polling/,52.0,41.0,Online,12,+0.2,+1.0, B/C,,51.8,41.0,Biden,Biden,474.0,599.0,83.0
196,2020-07-28 00:00:00.000000,washington,A,534,LV,SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=e1e5b213-5bff-45d9-8c44-33b8a8a42e13,62.0,28.0,IVR/online/live,787,-1.1,-0.8, A,,61.9,28.0,Biden,Biden,150.0,331.0,53.0
